Proverb,Translation,Wisdom/Explanation,Specific Themes,General Theme
Ìrọ̀ ni Lébé ń pa; kò mọ eré bíi Ẹyẹbà.,Lébé is merely deceiving himself; he cannot match the agility of Ẹyẹbà.,Said of a person who is no match for an opponent but does not know it.,inequality,Human Nature
Ìrònú ò papọ̀;ebi lójọ́ ń pa ni.,"Diﬀerent people have diﬀerent minds, even though all are hungry.","All people may be hungry alike, but each person will have a diﬀerent approach to solving the problem.",inequality,Human Nature
Ìrù ẹṣin ò ṣedéédé; bákan náà kò la mórí wáyé.,Horses’ tails are not of equal length; we did not all come to earth with identical heads.,Diﬀerent people have diﬀerent destinies.,inequality,Human Nature
"Ìṣe tí igbà ń ṣe ọpẹ, ì bá ṣe agbọn kò léwé lórí.","What the climbing rope does to the palm tree, had it done the same to the coconut tree it would have no leaves left.",Some people are better able to withstand vicissi-tudes than others.,inequality,Human Nature
Ìṣòwò-ó wà l’óòrùn; náwónáwó wà níbòji.,The trader [who makes the money] is in the sun; the person who spends the money is in the shade.,Said of people who lift not a ﬁnger to help the worker but yet get the best of the beneﬁts of his or her eﬀorts.,inequality,Human Nature
Iwájú l’ojúgun ń gbé.,The front part is where the shinbone lives.,The person with leadership qualities will always shine above the rest.,inequality,Human Nature
"Ìyà àdápọ́ ju ti àkọ́; nígbà tí adá ń ṣiṣẹ́, àkọ́ sùn lọ.","The suﬀering the cutlass endures is greater than that of the sheath; while the cutlass works, the sheath sleeps.",Some people have to bear burdens greater than others.,inequality,Human Nature
"Ìyàn ni t’ọmọ rí ìṣasùn; ìyá ń jẹ dídùn, ọmọ ń jẹ ooru.","The lot of the pot lid is a bad one: the mother enjoys delicacies, while the child only suﬀers from the heat.",Some people have all the luck; others bear all the suﬀer-ing.,inequality,Human Nature
"Iyán ni oúnjẹ, ọkà l’oògùn, àìkórira l’à ń jẹ kọ́, kọ́numá dìlẹ̀ ni tẹ́wà, kẹ̀mí ó má ba àbọ́ ni tẹ̀gbà.",It is pounded yam that is food; corn-ﬂour meal is medicine; corn loaf one eats to prove absence of ill will; black-eyed peas are for snacking; and cassava meal is simply for keeping life going.,"People or friends, like food, are not of equal value or appeal.",inequality,Human Nature
Jíjọ lójọ́ ọ̀ọ́; òṣùpá ò lè rí bí ọ̀sán.,It is only resemblance; moonlight cannot be like noontime.,Some phenomena are without equal.,inequality,Human Nature
Ká tó rí erin ó di gbó; ká tó r’ẹfọ̀n ó d’ọ̀dàn; ká tó rí ẹyẹ bí ọkín ó di kése.,"Before one can see the elephant, one must go to the bush; before one can see the buf-falo, one must go to the wilderness; before one can see another bird like the egret, one must await the end of time.",Comment that the likes of a given person are rare indeed.,inequality,Human Nature
Kékeré ajànàkú kìí ṣe ẹgbẹ́ ẹfọ̀n; gbogbo wọn ní ń jẹ erin.,A young elephant is not in the same league as the buﬀalo; all of them [elephants] merit the designation ‘‘elephant.’’,"Regardless of size or any other consideration, the person referenced is far superior to all competi-tors.",inequality,Human Nature
"Kí eṣú yin ẹyẹ; eṣu fò l’ọ́jọ́ kan ṣoṣo, ìyẹ́-ẹ rẹ̀.",The locust should praise the bird; the locust ﬂew only one day and lost its wings.,One should credit those who perform feats that others cannot approach.,inequality,Human Nature
Kìí ṣe gbogbo aṣọ l’á ń sal’óòrùn.,It is not all cloths that one dries in the sun.,Some matters require more delicate han-dling than others.,inequality,Human Nature
Kí ni ìyẹ́ etutu-ú jáwọ́ nínú ìyẹ́ ọ̀sìn?,What value has the wing of the tiny ﬂy-ing ant compared to that of the vulturine ﬁsh eagle?,"One should not assign inordi-nate value to worthless things, especially in comparison with much more valuable things.",inequality,Human Nature
Kìnìún fi tọ̀gb’aijù; kìnìún gb’aijù láì lápó.,The lion claims the forest; the lion claims the forest without a quiver of arrows.,The mighty do not always need to put them-selves out or acquire weapons in order to secure advantages.,inequality,Human Nature
Kìnìún kìí ṣ’ẹgbẹ́ ẹrankẹ́ran nínú igbó.,The lion is more than the equal of any other sort of animal in the bush.,There is a hier-archy among animals and humans.,inequality,Human Nature
Kò sí ẹyẹ méjì tí ń jẹ àkùkọ.,There are not two birds known as the cock.,The likes of some persons are rare.,inequality,Human Nature
Kò sí ìlù tó lè borí-ibẹ́mbẹ́.,There is no drum that can surpass the bẹ́mbẹ́.,The greatest entity will not lose its preeminence to minor ones.,inequality,Human Nature
Kò sí òrìṣà tó ju Olóde lọ.,There is no god greater than Olóde.,Certain forces are more potent than others.,inequality,Human Nature
Kò sí òrìṣà tó lè ṣe bí Ògún lágbẹ̀dẹ.,"There is no òrìṣà that can do as Ògún, [god of metals and the forge], can do at the smithy.",No one else can attempt the feats that the person referred to can accomplish.,inequality,Human Nature
Láká-ǹ-láká t’òyìnbó; làkúrègbé t’òyìnbó.,Limping is the white man’s habit; rheuma-tism is the white man’s ailment.,Diﬀerent people have their peculiar traits.,inequality,Human Nature
"Mímú aró ò tó ti abẹ, ìkà ẹṣin ò tó t’èèyàn; ẹṣin f’ọmọ rẹ̀ sílẹ̀ ó ń fi ẹhìn gbé ọmọ ọlọ́mọ kiri.","The keenness of a dye is not comparable to that of a knife, and a horse’s cruelty is nothing compared with a human’s; the horse neglects its own children and carries other people about on its back.",There are sig-niﬁcant diﬀerences among people and their behavior.,inequality,Human Nature
Mímú oòrùn ò jọ mímú abẹ.,The sun’s sharpness is not comparable to a knife’s.,Even things or people described with the same words are not necessarily alike.,inequality,Human Nature
"Modáṣáṣá àgbẹ̀, bí ọbọ ìlú lórí.",The smartest of farmers seems like the idiot of the city.,Farm-smartness does not trans-late into city [or street] smarts.,inequality,Human Nature
Ó do rí igbá; a kìí mú àwo lọ s’ódò lọ pọn omi.,Problems converge on the calabash; no one takes a china plate to the stream to draw water.,People should not be approached with matters that are inappropriate for them.,inequality,Human Nature
"Ó wu ìràwọ̀ kó mọ̀lẹ̀ tó òṣùpá, Ọlọ́run ni ò jẹ́.",The star would wish to be as bright as the moon; it is God that would not permit.,"God determined individual possibilities, and it is futile to attempt to transcend them.",inequality,Human Nature
Òbu ò tó iyọ̀.,Saltpeter does not equal salt.,An inferior substitute is never like the real thing.,inequality,Human Nature
Ògìdán kìí ṣ’ẹgbẹ́ ajá.,The leopard is not the equal of the dog.,Some powers surpass others.,inequality,Human Nature
Ògìdán kìí ṣ’ẹgbẹ́-ẹ lágídò.,The leopard is not the equal of the monkey.,Some powers are superior to others.,inequality,Human Nature
Ògìdán l’ọlọ́lá ijù.,The leopard is undisputed lord of the wild.,"A way of asserting a person’s preeminence, or of conceding it.",inequality,Human Nature
Ògìdìgbó parí ìlù gbogbo.,The ògìdìgbó is the ultimate among all drums.,An assertion or concession of a person’s or thing’s preeminence.,inequality,Human Nature
Ogbe tákùkọ fi ń ṣ’akọni kò l’ọ́wọ́ kò l’ọ́wọ́-ọ́ fi ń p’anu.,"The cock’s comb, which the cock ﬂaunts, is the same thing the fox eats as a snack.",One person’s prized possession is another person’s trash.,inequality,Human Nature
Ohun gbogbo ní ń yẹ arẹwà; bó yọkun l’émú a dà bí òjé.,"Everything looks good on a good-looking person; if mucus ﬂows down his or her nos-trils, it looks like molten lead [or silver].",One is always inclined to be indulgent toward the failings of those one likes.,inequality,Human Nature
Ohùn l’á ń ta ọ̀fà f’àfà; ìdí igi là ḿ bá a.,It is in the direction of the tree bear’s voice that one shoots; it is at the bottom of a tree that one ﬁnds it.,"No matter how they might try, some people, because of their greatness, cannot conceal the fact of their presence.",inequality,Human Nature
Ohun tí ojú àgbà-á rí tó fi jìn; bí t’ọmọdé bá rí i a fọ́.,"That which the elder’s eyes saw and became sunken, if a youth’s eyes see it, they will go blind.",What an elder can easily endure will destroy a youth.,inequality,Human Nature
"Ohun tó ń ṣe Lémbájé ò ṣe ọmọ rẹ̀; Lémbájé ń wó wó, ọmọ rẹ̀ ń wọ̀ mọ́.","Lémbájé’s problem is diﬀerent from his son’s; Lémbájé is striving for riches, but his son is striving for children.",Diﬀerent people have diﬀerent priorities.,inequality,Human Nature
Ohun tó ṣe àgùntàn tó fi kó òtútù; bó ṣe ewúrẹ́ á ṣe aláìsí.,"The condition that gave a sheep a cold, if it befell a goat, would result in its death.",Some people are more resilient than others.,inequality,Human Nature
"Ohun tó ṣe àgbìgbò tó fi dẹkun ẹrín, bó ṣe igúnnugún a wá nko kosórí ẹyin.",The aﬄiction that caused the àgbìgbò bird to stop laughing would have paralyzed the vulture while brooding on her eggs.,Some people are more resilient than others.,inequality,Human Nature
Ohun tó ṣe igún tó fi pá lórí ló ṣe àkàlà tó fi di alákìísà.,The disaster that befell the vulture and made it bald is the same that befell the ground hornbill and reduced its covering to tatters.,Some are better able to withstand adversity than others.,inequality,Human Nature
"Ohun tó ṣe ilá tó ṣe kó, bó bá ṣe ikàn á wẹ̀wù ẹjọ́; ohun tó ṣe olówó tó fi ń rojú, bó bá ṣe tálákà wọ́n á ti gbàgbé ẹ; ohun tó ṣe igún tó fi pá lórí, bó bá ṣe àgbò wọ́n a ti yọ wọ́’wọ́.","The disaster that befell okro and caused it to become wooden, if it had befallen ikàn, it would have taken on a hue of blood; the woe that befell the rich person and caused him or her to scowl, if it had befallen a poor person, he or she would have been long forgotten; the problem that came upon the vulture and made it bald, if it had come upon the ram, he would long ago have lost his horns.",The reverses that illustrious people can endure and weather will easily destroy people of little substance.,inequality,Human Nature
Ohùn-ún kéjiró ò dé ọ̀run.,The voice of the kéjiró bird does not rise to reach the sky.,A sentiment that a person’s voice carries no weight.,inequality,Human Nature
"Òjò ń rọ̀, ìwọfà ń yọ̀; ojú olówó kan ó ju ìbó.","It is raining, and the pawned laborer is re-joicing, but the look on the creditor’s face is as sour as can be.",Some people’s fortune is other people’s misfortune.,inequality,Human Nature
"Òjò òwúrọ̀ tí ḿ bí olówó nínú: olówó gẹlẹtẹ, ìwọfà gẹlẹtẹ.","The morning rain angers the creditor: the creditor lolls about, and his pawn lolls about.",It is an annoying situation that pre-vents one from enjoying what is due one.,inequality,Human Nature
"Òjòjò ń ṣe ìwọfà wọ́n ní ó kó ìṣeẹ́dé; bó bá ṣe ọmọ-ọwọ́n, wọ́n a máa náwó, wọ́n a máa nára.","An illness takes hold of the pawned ser-vant, and they say he has resorted to his habitual tricks; if it were their own son, they would commit their money and their eﬀort [to healing him].",One is always indulgent toward one’s own children while having no patience with others’ children.,inequality,Human Nature
Ojú abẹ́rẹ́ ò ní pín; ibalùwẹ̀-ẹ gbòrokò ò gba ọkọ̀.,The eye of a needle does not ooze matter; the bath place is broad but not enough for a boat.,Comparisons between two diﬀerent things are valid only up to a point.,inequality,Human Nature
Ojú ọkùnrin l’obìnrin ti ń ní yì.,It is only in the eyes of a man that a woman is desirable.,Diﬀerent people have their proper attractions.,inequality,Human Nature
Òkèlè àkọ́bù tí ń re ọ̀gangan ìdí.,The ﬁrst morsel of food sinks down to the base of the backbone.,"Said of a thing that makes an incomparable impression, just as the ﬁrst morsel makes a powerful impression on a starving person.",inequality,Human Nature
Òkò ńlá ṣe aláǹgbá pìnṣín; ẹni tó ju ni lọ ní ń ṣe kú p’ani.,A huge stone missile ﬂattens the lizard; a person with more power will be the death of you.,Those who are in positions of power are likely to use their power to crush the less powerful.,inequality,Human Nature
Òkun lọba omi.,The ocean is the king of all waters.,A cer-tain thing or person is without rivals.,inequality,Human Nature
"Ológìnní tó fẹ́ ẹ́ ṣe bí ẹkùn, ó ná jù ni.",The cat that attempts to emulate the leopard merely fools itself.,One should know one’s limits.,inequality,Human Nature
Ológìnní ò ṣ’éé bọ ìrókò; erin ò ṣ’éé pa fún Iléyá.,A cat is nothing to sacriﬁce to the Iroko tree; an elephant is not a thing to kill for the feast of Idel Fitr.,Provide for the occasion what is proper for the occasion.,inequality,Human Nature
Ológbọn ìbaba àrokìn.,The court poet is the father of the court rhapsodist.,Certain functions are more important than others.,inequality,Human Nature
Olóko l’ọ́gbọ́n alágbàro.,The owner of the farm is the master of the hired tiller.,The employee is subservient to the employer.,inequality,Human Nature
Olórí yan orí; alá mọ̀-ọ́ gbé amọ̀.,He to whose lot the head fell chose the head; the one to whose lot the clay fell picked up his clay.,Diﬀerent lots to diﬀerent people; each person must live with his or hers.,inequality,Human Nature
Olówó dénú ẹgún kò roko; ìwọfà-á ti inú ẹgún bẹ̀rẹ̀.,The rich man gets to the thorn patch and stops hoeing; the pawned servant starts his hoeing from the thorn patch.,The rich can aﬀord to leave the worst assignments for those beholden to them.,inequality,Human Nature
Olówó fẹ́ ẹ́ sin odò; tálákà ń gbọn orí.,"The rich man wishes to sacriﬁce to the river, and the poor man shakes his head in refusal.","If one has no standing, one might as well keep one’s opinion to oneself.",inequality,Human Nature
"Olówó ìlú kan, tálákà ìlú m’ííràn.",The rich man of one town is the pauper of another.,Everything is relative.,inequality,Human Nature
Olówó l’agbà; olówó sọ̀rọ̀ ẹnu rẹ̀ ń yọ ná.,"The rich person is the eldest of all; the rich person speaks, and ﬁre shoots out of his mouth.",No one compares with a rich person; nothing is beyond a rich person.,inequality,Human Nature
Olówó l’ọ́gá-a tálákà; Ọlọ́run l’ọ́gá-a gbogbo-owa.,The rich person is the master of the poor; God is the master of all.,"The rich may lord it over the poor, but even they must answer to God.",inequality,Human Nature
Olówó ń sọ̀rọ̀ ẹnu rẹ̀ ń dùn; òtòṣì ń sọ̀rọ̀ ẹnu rẹ̀ ń ró ṣáka-ṣàka.,"The rich person speaks, and his mouth sounds sweet; the lazy person speaks, and his mouth sounds like unbearable noise.",The sound of a rich man’s voice is music to the ears; that of a poor person is merely grating noise.,inequality,Human Nature
Omi ni yó p’aná.,Water is the thing that will quench ﬁre.,Each person has his particular nemesis.,inequality,Human Nature
Òní l’ẹ́gbọ́n ọ̀la; ìrì wọ́wọ́ l’ẹ́gbọ́n òjò.,Today precedes tomorrow in age; the drizzle precedes the rain in age.,"There is order in Nature, such that certain things always precede others, never the reverse.",inequality,Human Nature
"Oníyàwó ń gbéyàwó, Abídogun ń kó èèpẹ́.",The groom is welcoming his new bride; Abí-dogun is carrying sand.,Some suﬀer while others enjoy life.,inequality,Human Nature
Orí ajá l’ẹkùn ó fà bọ̀ sí.,It is to the matter of the dog that the leopard will ﬁnally turn.,"The weakling may tease the bully with impunity for a while, but the bully will ﬁnd time for him in the end.",inequality,Human Nature
Orí ẹṣin ò ṣee fi wé tọkẹ́rẹ́.,The horse’s head is not comparable to that of the squirrel.,Some people are more fortunate than others.,inequality,Human Nature
Orí l’ẹ́gbọ́n ara.,The head is an elder sibling to the body.,Certain entities are unquestionably su-perior to their associates.,inequality,Human Nature
Òrìṣà bí Ògún ò sí; ojú lásán ni gbogbo wọn ń yá.,A god to rival Ògún does not exist; all the others are only being impudent.,"A certain person is without peer among humans, just as Ògún is without equal among the gods.",inequality,Human Nature
Òrìṣà ní ń ṣ’ọlá; ọba ní ń ṣ’ọlá.,It is for the gods to confer greatness; it is for the king to enjoy greatness.,The king’s greatness is at the behest of the gods.,inequality,Human Nature
Orómú ju oró lọ; ọká gbé p’aramọ̀lẹ̀ mì.,Some venoms are more deadly than others; the viper swallows the adder.,Some people or things are more formidable than others.,inequality,Human Nature
"Òrùlé f’ara wé ẹṣin; agùn ún, kò lè rìn.","A roof looks like a horse; one mounts it, but it cannot walk.",Things that may look simi-lar will prove themselves quite diﬀerent.,inequality,Human Nature
Oyin ò ní fi wé nínú adùn.,There is nothing that compares with honey in sweetness.,Some things are simply in-comparable.,inequality,Human Nature
Ọba kìí dọ́gbálẹ̀ f’olórí abúlé.,The king does not prostrate before the head of a village.,The person of superior rank does not pay obeisance to a person in an inferior position.,inequality,Human Nature
"Ọba ò ní fìlà, adé l’ó ní.",The king has no hat; he has only crowns.,The king is not to be compared with ordi-nary people.,inequality,Human Nature
Ọ̀bùn-ún ṣubú l’ọ́jà a fẹ́rín si; bí afínjú ṣubú á á gbọ́ ariwo.,"The ﬁlthy person falls in the market, and we burst into laughter; if a fashionable person falls, there will be loud exclamations.",Few people care what misfortune befalls a lousy person; everybody cares about the welfare of a fashionable person.,inequality,Human Nature
Ọ̀gán ìgbò tí ń ṣe sójà nínú ẹyẹ.,"The ìgbò bird is a boss, a soldier among birds.",Said of a person whose notable deeds have earned him or her renown among the people.,inequality,Human Nature
Ọ̀gán ń ṣe nǹkan díẹ̀.,The great one is showing oﬀ.,Said of a per-son doing impressive things to show his or her prowess.,inequality,Human Nature
Ọgọ́rùn-ún eṣinṣin ò dá màlúù dúró.,One hundred ﬂies will not stop an elephant.,A multitude of little people will not prevent a great man from doing what he wishes.,inequality,Human Nature
"Ọ̀já kan ò dà bí ọ̀já òróòro; òkè kan ò dà bí Òkèe Gbadi; Òkèe Gbadi í sunwọ́n sunwọ́n, ó fi ibi ṣóńṣó ṣe àrà; ọ̀nà kan ò dà bí ọ̀nà-asáréè.",No sash compares with the red sash; no hill compares with Gbadi Hill; Gbadi Hill is so beautiful that it adorns itself with a tall peak; no path compares with the path to the grave.,Some things are incomparable in their quality.,inequality,Human Nature
Ọ̀já kan ò dà bí ọ̀já òróòro; òkè kan ò dà bí Òkèe Gbadi; ọmú kan ò dùn bí ọmú ìyá ẹni.,No sash compares with the red sash; no hill compares with Gbadi Hill; no breast milk is as delicious as one’s mother’s breast milk.,Certain things have no rivals in value.,inequality,Human Nature
Ọká ojú ọ̀nà tí ń lé guurukó-kó-kó.,The pathway gaboon viper deﬁantly occu-pies the whole path.,Said of a tough person who deﬁes all would-be opponents.,inequality,Human Nature
Ọkín ọba ẹyẹ; ọkín ẹlẹ́wààlà.,"Egret, king of birds; egret whose beauty is in whiteness.",Praise for people of exemplary qualities.,inequality,Human Nature
"Ọlọ́lọ́-ọ́ ti ráṣọ wọ̀, tàkàrà ló ṣòro.","The steamed, seasoned bean mash is already blessed with clothes to wear; it is the case of the fried-bean fritters that constitutes a problem.","Some people are naturally blessed, while others have to struggle for every advantage.",inequality,Human Nature
Ọlọ́mọṣí kàtà baba àgbado.,The corncob with irregular rows of grains on it is the father of all corn.,The uncon-ventional person is a person to be reckoned with among people.,inequality,Human Nature
Ọlọ́run ò pín n’dọ́gba; sajiméjọ́ọ̀ ju kòròfo.,God did not distribute things equally; the seargeant major is more important than the plain soldier.,God did not create people equal in importance.,inequality,Human Nature
Ọlọ́kékéré l’á ń f’ọwọ́ tẹ́ n’íkùn.,It is an insigniﬁcant wealthy person whose stomach one pokes with one’s ﬁnger.,One can take liberties with people of sudden wealth.,inequality,Human Nature
Ọmọ òtòṣì-í ṣubú l’ọ́jà a fẹ́rín síi; ọmọ olówó ṣubú ariwo ta: “Yéè! Pẹ̀lẹ́! Pẹ̀lẹ́! Pẹ̀lẹ́!”,"The child of a poor man falls in the market, and people burst into laughter; the child of a rich man falls, and there is a huge outcry: “Great heavens! Easy does it! Easy does it! Easy does it!”","If you are poor, you are on your own; if you are rich, the whole world is in your corner.",inequality,Human Nature
Ọmọ ọlọ́lá l’ọlá yẹ.,It is the oﬀspring of a famous person that greatness beﬁts.,Parents’ greatness rubs oﬀ on their children.,inequality,Human Nature
Ọmọ ọlọ́rọ̀ ìṣíwájú ní ń ta ìlẹ̀kẹ́ fún ọmọ ọlọ́rọ̀ ìkẹhìn.,The child of the ﬁrst rich person sells beads to the child of the latest rich person.,Those who precede one in greatness will always take precedence.,inequality,Human Nature
Ọmọ ọlọ́rọ̀ ní ń jẹ ẹyin awó.,It is the child of a wealthy person that eats guinea-fowl eggs.,Only the wealthy enjoy rare things.,inequality,Human Nature
"Ọpọ̀lọ́ ò ga ju ara wọn lọ, àfi èyí tó bá gun ebè.","No one toad is taller than another, except one that climbs a heap.","Said of people who, despite the aﬀectations of some of them, are indistinguishable in stature and worth.",inequality,Human Nature
"Ọpọ̀lọ́ ò jẹ gbèsè ju ara wọn lọ; tìẹ okòó, tèmi okòó, tàwa okòó, tẹyin okòó, okokòó.","Toads are not in greater debt than one an-other: yours 20 cowries, mine 20 cowries, ours 20 cowries, theirs 20 cowries, 20 cow-ries all around.",None of us is better oﬀ than the others.,inequality,Human Nature
Ọpọ̀lọ́ ò jẹ́ kí kọ́-ǹ-kọ́-ọ́ dùn; ẹni tó ju ni ò jẹ́ ká sọ̀rọ̀.,The toad will not let the frog make a sound; a mightier person prevents one from speak-ing.,One often must hold one’s tongue for fear of mightier people.,inequality,Human Nature
"Ọràn sàn ju ọ̀ràn; adẹtẹ̀-ẹ rí wèrè, ó kán lùgbẹ́, ó ní “N’gò ní í jẹ́ kí kiní yìí bù mí jẹ́ o jàre.”","Some misfortunes are worse than others; the leper sees the mad person and dashes into the bush, saying, “I’ll be hanged if I will let that creature take a bite out of me!”",Even the aﬄicted know that some people have even worse aﬄictions.,inequality,Human Nature
Ọràn sàn ju ọ̀ràn; ti àpọ́n sàn díẹ̀ ju ti òkóbó.,Some problems are better than others; a bachelor’s plight is somewhat better than a eunuch’s.,Misfortunes come in diﬀerent degrees of seriousness.,inequality,Human Nature
"Ọwọ́nrín, baba Ifá.",The Ọwọ́nrín chapter is the father of Ifá.,Said of a thing or person preeminent among all others.,inequality,Human Nature
Pàtàkì orò ò ju ilé Àjànà.,The greatest authority within the Orò cult is not to be sought beyond the Àjànà’s home.,Said of a person or thing that is not sur-passed in importance.,inequality,Human Nature
Pàtàkì ọ̀jẹ̀ ò ju ilé Alápìíni lọ.,The chief authority among the ọ̀jẹ̀ mas-queraders is not to be sought beyond the home of the Alápìíni.,Nothing could be of greater importance than the subject of the discussion.,inequality,Human Nature
Pé-ń-pé l’aṣáwà tó fi ń ṣe ọkọ adìẹ.,"The kite is modest in size, and yet it is the terror of chickens.",A person’s importance is not a matter of his or her size.,inequality,Human Nature
"Tijó t’ayọ̀ ní ń ṣe ìdin; wùyẹ́-wùyẹ́ ní ń ṣe ìgòǹgò; à ńjó, à ń yọ̀, ọmọ bọna-bọna ń re oko igi.","The maggot is addicted to dancing and re-joicing; the worm is addicted to wriggling; we dance, we rejoice, and the wood-boring insect goes in search of wood.",The laboring poor person must keep working even while others are relaxing and rejoicing.,inequality,Human Nature
Akìí kọ́ ni ní kà bí a ò bá ní kán nínú; ta ní ń kọ́ ni ká ṣ’erere?,Nobody teaches one to be wicked if one does not have wickedness in one; whoever teaches one to be good?,Goodness and wickedness are not learned but are part of one’s nature.,inscrutiability,Human Nature
Akìí mọ̀ràn mọ̀ràn ká mọ oyún ìgbín nínú ìkaraun.,One is never so knowledgeable that one can detect the pregnancy of a snail in its shell.,Certain things are beyond the ken of even the wisest of people.,inscrutiability,Human Nature
Akíì yàwó kò dáhùn; a fun ní t’oròó náwọ́.,"One greets the new bride, but she does not respond; one oﬀers her three pence, and she extends her hand.","Minor inconveniences, or observance of form, will not rob one of one’s judgment.",inscrutiability,Human Nature
"Amọ aláré, amọ eléki; aláṣìsọ lókù.",The entertainer we know; the praise singer we know; the misspeaker is all that is left.,"There is no doubt about the intentions of the entertainer and the praise singer, but there may be doubt about the intentions of a person whose utterances are oﬀensive.",inscrutiability,Human Nature
"A ní káròjú jẹ́ kọ̀bùn, ó ń dá kẹ́kẹ́ kéré.","One resolves to make an eﬀort to buy and eat corn meal prepared by a ﬁlthy person, and the person skimps on the measure.",The person does not realize that her customers will be only too happy not to patronize her.,inscrutiability,Human Nature
"Àń jọ-ọ̀rìn, a kò mọ orí olówó.","Though we might travel as a group, we do not know who is destined to prosper.",No one can tell who among a company is most likely to succeed.,inscrutiability,Human Nature
Àń rìn nílẹ̀ inú ḿ bẹ̀lẹ̀ṣin; àń fò lókè inú ḿ bẹ̀lẹ̀yẹ; àń wọ àkísà inú ḿ bá láṣọ; àń jẹ fọ́rọ̀ òsùn inú ḿ bẹ̀lẹ̀ran.,"One walks on the ground, and the horse rider is angry; one ﬂies in the air, and the bird keeper is angry; one wears rags, and the dealer in cloth is angry; one feeds on vegetables, and the meat seller is angry.","Whatever one does, one will incur some people’s displeasure.",inscrutiability,Human Nature
A ò mọ ẹsẹ̀ òṣìkà l’ọnà.,One cannot tell who is wicked by his or her footprint.,By their deeds they shall be known.,inscrutiability,Human Nature
"Aṣe elẹ́bù, o ṣe ìkòkò; a fún un l’ádìẹ sìn, ó pa iṣu sí ná.","He is given planting-yam pieces, and he prepares a cooking pot; he is given a chicken to raise, and he begins to cook yams.",Some people cannot be relied on.,inscrutiability,Human Nature
Abínú ẹní foore ṣe igi nígbó; ó ní k’ẹranko mú jẹ.,He who wants no good for one does a favor for trees in the forest; he invites animals to share the favor.,Expect no favors from an enemy.,inscrutiability,Human Nature
"Àdán sọ orí kodò, ó ń wò ṣ’eeyẹ gbogbo.",The bat hangs its head and contemplates the doings of birds.,The quiet person sees more than the loudmouth.,inscrutiability,Human Nature
A fi ni ṣ’ekìí jẹ́ ká f’òun ṣ’e.,He-who-exploits-others never permits him-self to be exploited.,The evil person is always on his guard.,inscrutiability,Human Nature
Ahun ḿ mí; igbá ẹ̀hìn-in rẹ̀ ni ò jẹ́ ká mọ̀.,The tortoise breathes; only its shell con-ceals the fact.,"Whatever appearances might be, no human is essentially diﬀerent from another.",inscrutiability,Human Nature
Ahùwà-ìbàjẹ́ ṣe bí t’òun là ń wí; aṣe-burúkú ò kù ara fí fun.,The person of evil character thinks he is the subject of discussion; the evildoer is plagued by suspiciousness.,Evil acts breed uneasy consciences.,inscrutiability,Human Nature
"Ara la mọ̀, a ò mọ inú.",It is the body that one knows; one does not know what lies inside.,No one can see into the mind of another.,inscrutiability,Human Nature
"A-sáré-ṣá-ṣá-nínú-ẹ̀gún ò sá lásán; bí kò l’énǹkan, nǹkan ń lé e.","One-who-runs-wildly-through-a-thorn-bush does not run for no reason; if he or she is not after something, something is after him or her.",A person who behaves in an unusual manner must have some reason.,inscrutiability,Human Nature
Aṣọ̀ràn ní ń ṣe aájò.,The guilty person is the one who commis-erates.,The guilty person often tries to conceal his or her culpability by being the most solicitous.,inscrutiability,Human Nature
A-ṣọ̀ràn-ìbàjẹ́ ṣe bí t’òun là ń wí; a-ṣe-búburú ò kú ara fí fun.,"The-person-who-has-done-something-bad thinks people are discussing him or her; evildoer, we acknowledge your guilty con-science.",A guilty conscience is an uneasy conscience.,inscrutiability,Human Nature
"Awọ fẹ́rẹ̀ bo inú, kò jẹ́ ká rí ikùn aṣeni.",A thin skin covers the stomach and prevents one from seeing inside the evildoer.,One cannot tell friends from enemies simply by looking at them.,inscrutiability,Human Nature
"Ayé l’òkun, èèyàn l’ọ̀sà; a kìí mọ-ọ̀wẹ̀ ká ká yé já.","The world is a sea, and the people in it are a lagoon; no matter how well one knows how to swim, one cannot swim the world.","The world and the people in it are as dangerous as the sea; no matter what one does, one cannot be entirely safe from them.",inscrutiability,Human Nature
"Bí a bá gún iyán fún Kòníífẹ́, kòníífẹ́; bí a bá r’òkà fún Kòníífẹ́, kòníífẹ́.","If one makes pounded yams for Kòníífẹ́ [meaning ‘‘He-will-not-like-it’’], he will not like it; if one cooks yam-powder meal for Kòníífẹ́, he will not like it.",There is no pleasing a grouch.,inscrutiability,Human Nature
"Bí a kò bá tẹ̀lé wèrè, a kìí mọ ilé tí yó wọ̀.","Unless one follows an imbecile, one does not know which house he will enter.",There is no anticipating an unpredictable person.,inscrutiability,Human Nature
"Bí alẹ́ yó ṣe rí, ọwọ́ Ẹlẹ́dàá l’ó wà.",What the evening of life will be like is in the hands of the Creator.,Only God knows how one’s life will end.,inscrutiability,Human Nature
"Bí aráyé bá ṣìkà tán, wọn a tún bá ni dárò.","After people have acted wickedly, they then sympathize with their victims.",People are not to be trusted.,inscrutiability,Human Nature
"Bí inú kò bá ní odì, odì a ní inú.","Even if one’s mind harbors no enmity, one’s enemy keeps one in mind.","You may harbor no ill will toward others, but others may harbor ill will toward you.",inscrutiability,Human Nature
